genbank	locusName	geneID
XM_015896592.1	LOC107331909	107331909
XM_015924186.1	LOC107357542	107357542
XR_001562486.1	LOC107335883	107335883
XM_015918509.1	LOC107352174	107352174
XM_015903573.1	LOC107338339	107338339
XM_015920582.1	LOC107354139	107354139
XM_015921698.1	LOC107355167	107355167
XR_001563745.1	LOC107341435	107341435
XM_015898574.1	LOC107333722	107333722
XM_015913955.1	LOC107347959	107347959
XM_015920518.1	LOC107354097	107354097
XM_015914670.1	LOC107348612	107348612
XR_001562358.1	LOC107335311	107335311
XM_015900387.1	LOC107335371	107335371
XM_015894960.1	LOC107330327	107330327
XM_015898655.1	LOC107333785	107333785
XM_015905279.1	LOC107339929	107339929
XR_001562464.1	LOC107335773	107335773
XM_015919409.1	LOC107353094	107353094
XM_015899196.1	LOC107334259	107334259
XR_001560911.1	LOC107329275	107329275
XM_015915243.1	LOC107349140	107349140
XM_015915487.1	LOC107349347	107349347
XM_015891752.1	LOC107327009	107327009
XM_015904995.1	LOC107339691	107339691
XM_015924622.1	LOC107357987	107357987
XM_015909024.1	LOC107343454	107343454
XM_015903810.1	LOC107338572	107338572
XM_015912515.1	LOC107346690	107346690
XM_015902551.1	LOC107337409	107337409
XM_015894644.1	LOC107329985	107329985
XM_015905610.1	LOC107340263	107340263
XM_015910987.1	LOC107345281	107345281
XR_001560578.1	LOC107327935	107327935
XM_015901614.1	LOC107336540	107336540
XM_015902823.1	LOC107337617	107337617
XR_001566138.1	LOC107351573	107351573
XM_015893528.1	LOC107328776	107328776
XR_001566708.1	LOC107353899	107353899
XM_015900317.1	LOC107335313	107335313
XM_015899728.1	LOC107334757	107334757
XM_015914765.1	LOC107348705	107348705
XM_015915497.1	LOC107349354	107349354
XM_015917256.1	LOC107350982	107350982
XM_015904981.1	LOC107339674	107339674
XM_015901370.1	LOC107336299	107336299
XM_015921512.1	LOC107355005	107355005
XM_015907856.1	LOC107342359	107342359
XM_015911623.1	LOC107345865	107345865
XM_015920676.1	LOC107354221	107354221
XM_015914850.1	LOC107348782	107348782
XR_001567127.1	LOC107355723	107355723
XM_015921205.1	LOC107354719	107354719
XM_015899752.1	LOC107334777	107334777
XR_001563051.1	LOC107338589	107338589
XM_015911971.1	LOC107346192	107346192
XM_015907438.1	LOC107341970	107341970
XM_015895820.1	LOC107331251	107331251
XM_015907871.1	LOC107342373	107342373
XR_001564757.1	LOC107346018	107346018
XR_001561905.1	LOC107333154	107333154
XM_015907721.1	LOC107342235	107342235
XR_001566695.1	LOC107353823	107353823
XM_015895830.1	LOC107331261	107331261
XR_001566732.1	LOC107353962	107353962
XR_001562791.1	LOC107337332	107337332
XM_015896389.1	LOC107331761	107331761
XM_015899796.1	LOC107334838	107334838
XM_015914771.1	LOC107348708	107348708
XM_015907442.1	LOC107341976	107341976
XR_001566957.1	LOC107355078	107355078
XR_001561306.1	LOC107330564	107330564
XM_015895565.1	LOC107331032	107331032
XM_015903089.1	LOC107337853	107337853
XR_001566689.1	LOC107353805	107353805
XR_001565758.1	LOC107350115	107350115
XR_001563304.1	LOC107339666	107339666
XM_015892543.1	LOC107327799	107327799
XR_001564847.1	LOC107346493	107346493
XR_001563285.1	LOC107339609	107339609
XM_015910857.1	LOC107345147	107345147
XM_015921696.1	LOC107355170	107355170
XM_015906753.1	LOC107341345	107341345
XM_015897202.1	LOC107332464	107332464
XM_015903253.1	LOC107338006	107338006
XM_015894510.1	LOC107329848	107329848
XR_001564498.1	LOC107344735	107344735
XR_001560540.1	LOC107327816	107327816
XM_015921627.1	LOC107355109	107355109
XM_015924698.1	LOC107358067	107358067
XM_015907009.1	LOC107341564	107341564
XM_015920185.1	LOC107353798	107353798
XM_015899434.1	LOC107334500	107334500
XR_001562785.1	LOC107337300	107337300
XM_015906851.1	LOC107341442	107341442
XR_001566856.1	LOC107354583	107354583
XM_015893761.1	LOC107329029	107329029
XM_015893161.1	LOC107328427	107328427
XM_015892627.1	LOC107327905	107327905
XM_015917491.1	LOC107351197	107351197
XM_015892676.1	LOC107327949	107327949
XM_015923495.1	LOC107356866	107356866
XR_001561690.1	LOC107332126	107332126
XR_001566625.1	LOC107353518	107353518
XM_015921210.1	LOC107354723	107354723
XM_015900042.1	LOC107335064	107335064
XM_015894801.1	LOC107330153	107330153
XR_001563914.1	LOC107342100	107342100
XM_015911577.1	LOC107345826	107345826
XM_015904287.1	LOC107339045	107339045
XM_015899140.1	LOC107334209	107334209
XM_015910847.1	LOC107345141	107345141
XM_015897278.1	LOC107332535	107332535
XM_015913398.1	LOC107347465	107347465
XM_015899504.1	LOC107334560	107334560
XM_015902306.1	LOC107337153	107337153
XM_015895848.1	LOC107331278	107331278
XM_015904536.1	LOC107339273	107339273
XM_015905432.1	LOC107340083	107340083
XM_015918933.1	LOC107352619	107352619
XM_015897476.1	LOC107332734	107332734
XM_015908819.1	LOC107343257	107343257
XM_015923189.1	LOC107356588	107356588
XM_015893175.1	LOC107328442	107328442
XM_015922058.1	LOC107355481	107355481
XM_015902791.1	LOC107337587	107337587
XM_015894815.1	LOC107330172	107330172
XM_015897237.1	LOC107332497	107332497
XM_015920926.1	LOC107354442	107354442
XM_015918923.1	LOC107352608	107352608
XM_015897444.1	LOC107332698	107332698
XM_015905191.1	LOC107339857	107339857
XM_015904297.1	LOC107339057	107339057
XM_015913868.1	LOC107347892	107347892
XM_015914931.1	LOC107348871	107348871
XR_001566222.1	LOC107351900	107351900
XM_015893602.1	LOC107328861	107328861
XM_015916784.1	LOC107350548	107350548
XM_015914925.1	LOC107348865	107348865
XR_001561450.1	LOC107331128	107331128
XM_015900092.1	LOC107335126	107335126
XM_015906449.1	LOC107341033	107341033
XM_015893367.1	LOC107328634	107328634
XM_015911832.1	LOC107346063	107346063
XM_015907912.1	LOC107342414	107342414
XM_015902698.1	LOC107337510	107337510
XM_015896643.1	LOC107331949	107331949
XM_015915644.1	LOC107349470	107349470
XR_001563632.1	LOC107341050	107341050
XM_015915848.1	LOC107349668	107349668
XM_015897672.1	LOC107332922	107332922
XM_015913674.1	LOC107347713	107347713
XM_015899138.1	LOC107334211	107334211
XM_015910859.1	LOC107345151	107345151
XM_015923073.1	LOC107356464	107356464
XM_015913900.1	LOC107347913	107347913
XM_015906320.1	LOC107340924	107340924
XM_015893922.1	LOC107329187	107329187
XM_015906455.1	LOC107341039	107341039
XM_015894186.1	LOC107329497	107329497
XM_015902386.1	LOC107337267	107337267
XM_015921184.1	LOC107354698	107354698
XM_015893995.1	LOC107329276	107329276
XM_015924686.1	LOC107358054	107358054
XR_001567633.1	LOC107357572	107357572
XM_015909249.1	LOC107343667	107343667
XM_015911193.1	LOC107345478	107345478
XM_015896736.1	LOC107332019	107332019
XM_015908009.1	LOC107342505	107342505
XM_015917900.1	LOC107351572	107351572
XR_001566386.1	LOC107352621	107352621
XM_015921915.1	LOC107355342	107355342
XM_015893347.1	LOC107328623	107328623
XM_015914673.1	LOC107348614	107348614
XM_015894925.1	LOC107330291	107330291
XM_015896497.1	LOC107331838	107331838
XM_015902657.1	LOC107337490	107337490
XM_015905509.1	LOC107340150	107340150
XM_015895915.1	LOC107331345	107331345
XM_015904289.1	LOC107339047	107339047
XM_015903711.1	LOC107338476	107338476
XM_015913500.1	LOC107347546	107347546
XR_001566880.1	LOC107354686	107354686
XM_015893402.1	LOC107328676	107328676
XM_015905488.1	LOC107340137	107340137
XM_015919389.1	LOC107353073	107353073
XM_015915547.1	LOC107349394	107349394
XM_015892332.1	LOC107327589	107327589
XM_015914012.1	LOC107348021	107348021
XM_015921909.1	LOC107355341	107355341
XM_015905106.1	LOC107339793	107339793
XM_015897711.1	LOC107332951	107332951
XM_015904582.1	LOC107339308	107339308
XM_015916704.1	LOC107350478	107350478
XM_015903732.1	LOC107338497	107338497
XM_015923226.1	LOC107356619	107356619
XM_015919115.1	LOC107352803	107352803
XM_015912700.1	LOC107346853	107346853
XM_015918899.1	LOC107352583	107352583
XM_015908015.1	LOC107342502	107342502
XM_015899830.1	LOC107334868	107334868
XM_015912681.1	LOC107346834	107346834
XM_015894225.1	LOC107329544	107329544
XM_015891953.1	LOC107327205	107327205
XM_015892956.1	LOC107328217	107328217
XM_015910613.1	LOC107344927	107344927
XM_015905515.1	LOC107340156	107340156
XM_015919999.1	LOC107353661	107353661
XM_015925119.1	LOC107358518	107358518
XM_015896667.1	LOC107331973	107331973
XM_015918409.1	LOC107352089	107352089
XM_015923547.1	LOC107356917	107356917
XM_015891934.1	LOC107327178	107327178
XM_015924383.1	LOC107357756	107357756
XM_015898908.1	LOC107334036	107334036
XM_015919009.1	LOC107352698	107352698
XM_015913701.1	LOC107347741	107347741
XM_015917889.1	LOC107351598	107351598
XM_015892553.1	LOC107327811	107327811
XM_015913482.1	LOC107347529	107347529
XM_015901116.1	LOC107336055	107336055
XM_015901133.1	LOC107336072	107336072
XR_001566763.1	LOC107354083	107354083
XM_015923367.1	LOC107356746	107356746
XM_015922911.1	LOC107356280	107356280
XM_015898192.1	LOC107333372	107333372
XM_015922151.1	LOC107355565	107355565
XM_015891844.1	LOC107327091	107327091
XR_001564043.1	LOC107342682	107342682
XR_001560336.1	LOC107326876	107326876
XM_015924423.1	LOC107357781	107357781
XM_015923771.1	LOC107357124	107357124
XM_015898895.1	LOC107334020	107334020
XM_015892643.1	LOC107327923	107327923
XM_015922163.1	LOC107355576	107355576
XM_015891942.1	LOC107326865	107326865
XM_015898932.1	LOC107334053	107334053
XM_015913085.1	LOC107347201	107347201
XM_015892964.1	LOC107328226	107328226
XR_001562307.1	LOC107335092	107335092
XM_015892344.1	LOC107327601	107327601
XM_015898757.1	LOC107333893	107333893
XM_015918123.1	LOC107351819	107351819
XM_015897791.1	LOC107333033	107333033
XM_015923765.1	LOC107357119	107357119
XM_015909921.1	LOC107344265	107344265
XM_015898889.1	LOC107334012	107334012
XM_015898019.1	LOC107333243	107333243
XM_015922607.1	LOC107355982	107355982
XM_015923839.1	LOC107357196	107357196
XM_015897824.1	LOC107333066	107333066
XR_001562199.1	LOC107334579	107334579
XM_015892648.1	LOC107327928	107327928
XM_015913576.1	LOC107347612	107347612
XM_015900448.1	LOC107335423	107335423
XR_001561008.1	LOC107329440	107329440
XM_015909287.1	LOC107343705	107343705
XR_001565008.1	LOC107347257	107347257
XM_015894239.1	LOC107329555	107329555
XR_001565244.1	LOC107348174	107348174
XR_001562485.1	LOC107335882	107335882
XM_015920390.1	LOC107353990	107353990
XM_015925103.1	LOC107358503	107358503
XM_015907348.1	LOC107341870	107341870
XM_015919281.1	LOC107352943	107352943
XM_015905542.1	LOC107340175	107340175
XM_015898969.1	LOC107334074	107334074
XM_015909297.1	LOC107343715	107343715
XM_015913099.1	LOC107347211	107347211
XM_015898656.1	LOC107333789	107333789
XM_015907249.1	LOC107341786	107341786
XM_015923563.1	LOC107356927	107356927
XM_015923490.1	LOC107356863	107356863
XM_015914552.1	LOC107348509	107348509
XM_015905496.1	LOC107340140	107340140
XM_015922772.1	LOC107356129	107356129
XM_015906233.1	LOC107340836	107340836
XM_015893577.1	LOC107328832	107328832
XM_015902505.1	LOC107337371	107337371
XM_015922431.1	LOC107355819	107355819
XM_015920023.1	LOC107353681	107353681
XM_015903345.1	LOC107338108	107338108
XM_015921406.1	LOC107354914	107354914
XR_001565276.1	LOC107348256	107348256
XM_015903813.1	LOC107338574	107338574
XM_015906223.1	LOC107340830	107340830
XR_001562378.1	LOC107335376	107335376
XM_015922425.1	LOC107355819	107355819
XM_015923106.1	LOC107356500	107356500
XM_015905613.1	LOC107340267	107340267
XM_015922379.1	LOC107355797	107355797
XM_015922179.1	LOC107355597	107355597
XM_015914467.1	LOC107348430	107348430
XM_015896114.1	LOC107331517	107331517
XM_015897784.1	LOC107333026	107333026
XM_015908947.1	LOC107343385	107343385
XR_001562315.1	LOC107335134	107335134
XM_015912835.1	LOC107346966	107346966
XR_001565983.1	LOC107350914	107350914
XM_015909503.1	LOC107343911	107343911
XM_015922798.1	LOC107356154	107356154
XM_015911066.1	LOC107345363	107345363
XM_015917571.1	LOC107351281	107351281
XM_015902245.1	LOC107337124	107337124
XM_015903351.1	LOC107338115	107338115
XM_015905004.1	LOC107339698	107339698
XM_015896122.1	LOC107331523	107331523
XR_001566043.1	LOC107351171	107351171
XM_015908957.1	LOC107343391	107343391
XM_015922623.1	LOC107355999	107355999
XM_015917680.1	LOC107351392	107351392
XM_015923650.1	LOC107357008	107357008
XM_015902519.1	LOC107337381	107337381
XM_015920940.1	LOC107354452	107354452
XM_015891703.1	LOC107326939	107326939
XM_015902941.1	LOC107337715	107337715
XR_001561020.1	LOC107329511	107329511
XM_015920205.1	LOC107353825	107353825
XR_001561755.1	LOC107332555	107332555
XM_015894684.1	LOC107330033	107330033
XM_015901399.1	LOC107336316	107336316
XM_015907370.1	LOC107341898	107341898
XM_015919862.1	LOC107353541	107353541
XM_015913145.1	LOC107347248	107347248
XM_015911646.1	LOC107345893	107345893
XM_015910739.1	LOC107345056	107345056
XM_015907253.1	LOC107341789	107341789
XR_001564425.1	LOC107344421	107344421
XR_001562309.1	LOC107335097	107335097
XM_015923313.1	LOC107356691	107356691
XM_015896438.1	LOC107331799	107331799
XM_015909513.1	LOC107343923	107343923
XR_001564578.1	LOC107345148	107345148
XM_015893237.1	LOC107328514	107328514
XR_001561749.1	LOC107332499	107332499
XM_015896009.1	LOC107331431	107331431
XM_015924006.1	LOC107357370	107357370
XR_001567353.1	LOC107356463	107356463
XM_015917976.1	LOC107351688	107351688
XM_015924952.1	LOC107358344	107358344
XM_015914491.1	LOC107348450	107348450
XM_015915393.1	LOC107349273	107349273
XM_015900761.1	LOC107335726	107335726
XM_015907893.1	LOC107342399	107342399
XR_001567230.1	LOC107356114	107356114
XM_015908643.1	LOC107343090	107343090
XM_015921082.1	LOC107354590	107354590
XM_015906666.1	LOC107341264	107341264
XM_015891713.1	LOC107326961	107326961
XR_001564210.1	LOC107343460	107343460
XM_015923944.1	LOC107357306	107357306
XR_001563282.1	LOC107339597	107339597
XM_015904248.1	LOC107339004	107339004
XM_015908742.1	LOC107340012	107340012
XM_015909995.1	LOC107344341	107344341
XR_001564373.1	LOC107344176	107344176
XM_015919754.1	LOC107353410	107353410
XM_015894545.1	LOC107329894	107329894
XM_015900775.1	LOC107335738	107335738
XM_015920186.1	LOC107353799	107353799
XR_001563423.1	LOC107340151	107340151
XM_015922510.1	LOC107355895	107355895
XM_015900209.1	LOC107335216	107335216
XM_015907147.1	LOC107341692	107341692
XM_015904000.1	LOC107338765	107338765
XM_015903631.1	LOC107338399	107338399
XM_015920462.1	LOC107354060	107354060
XR_001560950.1	LOC107329303	107329303
XR_001565827.1	LOC107350391	107350391
XM_015914734.1	LOC107348681	107348681
XR_001564679.1	LOC107345636	107345636
XM_015916241.1	LOC107350027	107350027
XM_015893108.1	LOC107328366	107328366
XM_015908115.1	LOC107342614	107342614
XM_015914485.1	LOC107348444	107348444
XM_015916965.1	LOC107350721	107350721
XM_015922064.1	LOC107355487	107355487
XM_015907883.1	LOC107342389	107342389
XM_015894935.1	LOC107330303	107330303
XR_001564716.1	LOC107345844	107345844
XM_015908653.1	LOC107343096	107343096
XM_015919411.1	LOC107353099	107353099
XM_015895592.1	LOC107331061	107331061
XM_015911080.1	LOC107345378	107345378
XM_015892008.1	LOC107327257	107327257
XM_015920509.1	LOC107354091	107354091
XM_015894548.1	LOC107329898	107329898
XM_015892278.1	LOC107327524	107327524
XM_015902929.1	LOC107337707	107337707
XM_015910587.1	LOC107344903	107344903
XM_015924982.1	LOC107358377	107358377
XM_015909071.1	LOC107343468	107343468
XM_015923857.1	LOC107357212	107357212
XM_015910496.1	LOC107344812	107344812
XM_015923309.1	LOC107356686	107356686
XM_015911512.1	LOC107345767	107345767
XR_001565191.1	LOC107347921	107347921
XM_015917848.1	LOC107351544	107351544
XM_015918016.1	LOC107351718	107351718
XM_015903625.1	LOC107338387	107338387
XM_015922284.1	LOC107355704	107355704
XM_015910337.1	LOC107344644	107344644
XM_015901651.1	LOC107336582	107336582
XM_015908255.1	LOC107342764	107342764
XM_015914706.1	LOC107348656	107348656
XM_015922305.1	LOC107355731	107355731
XM_015908109.1	LOC107342607	107342607
XM_015901663.1	LOC107336596	107336596
XM_015920342.1	LOC107353953	107353953
XM_015894921.1	LOC107330284	107330284
XM_015895075.1	LOC107330467	107330467
XR_001565610.1	LOC107349554	107349554
XM_015909604.1	LOC107344004	107344004
XM_015912841.1	LOC107346975	107346975
XM_015917512.1	LOC107351216	107351216
XM_015917444.1	LOC107351168	107351168
XM_015901581.1	LOC107336507	107336507
XM_015902323.1	LOC107337207	107337207
XR_001566221.1	LOC107351891	107351891
XM_015921002.1	LOC107354518	107354518
XR_001566316.1	LOC107352367	107352367
XR_001561453.1	LOC107331143	107331143
XM_015910597.1	LOC107344913	107344913
XM_015901479.1	LOC107336398	107336398
XM_015925244.1	LOC107358651	107358651
XR_001566420.1	LOC107352673	107352673
XM_015901758.1	LOC107336691	107336691
XM_015894031.1	LOC107329334	107329334
XM_015918536.1	LOC107352201	107352201
XM_015891783.1	LOC107327032	107327032
XR_001564667.1	LOC107345574	107345574
XM_015907326.1	LOC107341846	107341846
XM_015901815.1	LOC107336748	107336748
XR_001566648.1	LOC107353616	107353616
XR_001564726.1	LOC107345884	107345884
XM_015893302.1	LOC107328581	107328581
XM_015892938.1	LOC107328200	107328200
XM_015907574.1	LOC107342120	107342120
XM_015906668.1	LOC107341263	107341263
XM_015897671.1	LOC107332921	107332921
XM_015907429.1	LOC107341962	107341962
XR_001566816.1	LOC107354382	107354382
XM_015922891.1	LOC107356252	107356252
XR_001565882.1	LOC107350614	107350614
XM_015924487.1	LOC107357846	107357846
XR_001565960.1	LOC107350869	107350869
XR_001566874.1	LOC107354659	107354659
XM_015904401.1	LOC107339156	107339156
XM_015912940.1	LOC107347069	107347069
XM_015901227.1	LOC107336160	107336160
XM_015893593.1	LOC107328853	107328853
XM_015921183.1	LOC107354686	107354686
XM_015909379.1	LOC107343784	107343784
XM_015908544.1	LOC107343021	107343021
XM_015921621.1	LOC107355102	107355102
XR_001561123.1	LOC107329892	107329892
XR_001560668.1	LOC107328226	107328226
XR_001565585.1	LOC107349418	107349418
XR_001564677.1	LOC107345626	107345626
XM_015895428.1	LOC107330887	107330887
XM_015906814.1	LOC107341403	107341403
XM_015900554.1	LOC107335523	107335523
XM_015896490.1	LOC107331827	107331827
XR_001560526.1	LOC107327750	107327750
XR_001565404.1	LOC107348710	107348710
XR_001564718.1	LOC107345846	107345846
XM_015893055.1	LOC107328312	107328312
XM_015920150.1	LOC107353761	107353761
XM_015907502.1	LOC107342043	107342043
XM_015909365.1	LOC107343769	107343769
XM_015895916.1	LOC107331345	107331345
XM_015900275.1	LOC107335278	107335278
XM_015918653.1	LOC107352317	107352317
XM_015910392.1	LOC107344699	107344699
XM_015895875.1	LOC107331303	107331303
XM_015914015.1	LOC107348022	107348022
XM_015910047.1	LOC107344395	107344395
XM_015925438.1	LOC107358862	107358862
XM_015922976.1	LOC107356355	107356355
XM_015905728.1	LOC107340374	107340374
XM_015915129.1	LOC107349031	107349031
XM_015893427.1	LOC107328700	107328700
XM_015916371.1	LOC107350147	107350147
XR_001566449.1	LOC107352825	107352825
XR_001561133.1	LOC107329941	107329941
XM_015900117.1	LOC107335138	107335138
