genbank	locusName	geneID
XR_001564410.1	LOC107344353	107344353
XM_015923344.1	LOC107356721	107356721
XM_015892316.1	LOC107327567	107327567
XR_001560676.1	LOC107328258	107328258
XR_001562610.1	LOC107336408	107336408
XM_015901680.1	LOC107336616	107336616
XM_015894968.1	LOC107330338	107330338
XM_015910296.1	LOC107344605	107344605
XM_015892360.1	LOC107327615	107327615
XM_015897247.1	LOC107332507	107332507
XR_001564656.1	LOC107345506	107345506
XM_015908715.1	LOC107343149	107343149
XM_015919475.1	LOC107353155	107353155
XM_015917371.1	LOC107351110	107351110
XM_015906770.1	LOC107341366	107341366
XM_015915186.1	LOC107349089	107349089
XM_015903911.1	LOC107338677	107338677
XR_001566270.1	LOC107352171	107352171
XM_015921035.1	LOC107354548	107354548
XM_015901368.1	LOC107336297	107336297
XM_015898080.1	LOC107333293	107333293
XM_015911120.1	LOC107345417	107345417
XM_015900700.1	LOC107335669	107335669
XR_001565776.1	LOC107350174	107350174
XR_001564466.1	LOC107344610	107344610
XM_015912195.1	LOC107346413	107346413
XM_015894015.1	LOC107329310	107329310
XM_015910476.1	LOC107344788	107344788
XM_015900483.1	LOC107335469	107335469
XR_001565655.1	LOC107349715	107349715
XM_015920723.1	LOC107354255	107354255
XR_001566636.1	LOC107353546	107353546
XM_015891746.1	LOC107327002	107327002
XM_015895095.1	LOC107330484	107330484
XM_015909161.1	LOC107343571	107343571
XM_015921799.1	LOC107355255	107355255
XM_015905705.1	LOC107340349	107340349
XM_015911838.1	LOC107346071	107346071
XR_001564763.1	LOC107346028	107346028
XM_015917238.1	LOC107350970	107350970
XR_001560971.1	LOC107329345	107329345
XR_001564060.1	LOC107342738	107342738
XM_015908709.1	LOC107343144	107343144
XM_015907456.1	LOC107341991	107341991
XR_001565020.1	LOC107347307	107347307
XM_015901333.1	LOC107336264	107336264
XM_015905438.1	LOC107340086	107340086
XM_015893668.1	LOC107328928	107328928
XM_015910246.1	LOC107344573	107344573
XM_015911156.1	LOC107345438	107345438
XR_001565740.1	LOC107350020	107350020
XM_015924543.1	LOC107357906	107357906
XM_015904626.1	LOC107339355	107339355
XM_015923445.1	LOC107356822	107356822
XR_001566750.1	LOC107354065	107354065
XR_001565641.1	LOC107349644	107349644
XM_015909637.1	LOC107344030	107344030
XR_001562928.1	LOC107338090	107338090
XM_015922406.1	LOC107355813	107355813
XM_015899561.1	LOC107334610	107334610
XM_015908206.1	LOC107342715	107342715
XM_015915916.1	LOC107349729	107349729
XM_015921612.1	LOC107355094	107355094
XM_015917982.1	LOC107351694	107351694
XR_001564648.1	LOC107345495	107345495
XM_015908387.1	LOC107342873	107342873
XM_015899553.1	LOC107334603	107334603
XM_015895456.1	LOC107330925	107330925
XR_001560838.1	LOC107328967	107328967
XM_015906976.1	LOC107341544	107341544
XR_001562078.1	LOC107333979	107333979
XM_015895965.1	LOC107331390	107331390
XR_001565346.1	LOC107348502	107348502
XM_015912275.1	LOC107346479	107346479
XM_015909261.1	LOC107343678	107343678
XM_015900098.1	LOC107335133	107335133
XM_015921664.1	LOC107355143	107355143
XM_015924678.1	LOC107358050	107358050
XM_015910270.1	LOC107344594	107344594
XR_001564632.1	LOC107345435	107345435
XM_015893638.1	LOC107328891	107328891
XM_015917359.1	LOC107351094	107351094
XM_015893408.1	LOC107328683	107328683
XM_015903979.1	LOC107338712	107338712
XM_015899608.1	LOC107334651	107334651
XM_015898279.1	LOC107333461	107333461
XR_001563031.1	LOC107338519	107338519
XM_015906796.1	LOC107341398	107341398
XM_015896897.1	LOC107332177	107332177
XR_001563390.1	LOC107339995	107339995
XM_015916999.1	LOC107350764	107350764
XM_015907930.1	LOC107342433	107342433
XM_015895200.1	LOC107330628	107330628
XM_015898134.1	LOC107333325	107333325
XM_015894405.1	LOC107329740	107329740
XM_015923079.1	LOC107356471	107356471
XR_001563380.1	LOC107339971	107339971
XR_001562086.1	LOC107334002	107334002
XM_015908577.1	LOC107343050	107343050
XM_015895971.1	LOC107331393	107331393
XM_015907662.1	LOC107342187	107342187
XM_015893861.1	LOC107329131	107329131
XM_015907466.1	LOC107342001	107342001
XM_015921008.1	LOC107354527	107354527
XM_015899302.1	LOC107334375	107334375
XM_015917405.1	LOC107351125	107351125
XM_015916274.1	LOC107350058	107350058
XM_015915065.1	LOC107348972	107348972
XM_015899392.1	LOC107334453	107334453
XM_015916201.1	LOC107350001	107350001
XM_015901067.1	LOC107336011	107336011
XR_001565778.1	LOC107350175	107350175
XM_015899283.1	LOC107334357	107334357
XM_015921570.1	LOC107355056	107355056
XM_015915579.1	LOC107349433	107349433
XM_015895120.1	LOC107330517	107330517
XM_015902229.1	LOC107337108	107337108
XM_015905036.1	LOC107339736	107339736
XM_015892896.1	LOC107328168	107328168
XM_015906433.1	LOC107341022	107341022
XM_015915087.1	LOC107348981	107348981
XM_015902368.1	LOC107337250	107337250
XM_015898316.1	LOC107333492	107333492
XR_001564154.1	LOC107343222	107343222
XM_015892249.1	LOC107327504	107327504
XM_015915106.1	LOC107348981	107348981
XM_015899789.1	LOC107334821	107334821
XM_015899549.1	LOC107334600	107334600
XM_015900756.1	LOC107335720	107335720
XM_015914657.1	LOC107348601	107348601
XM_015920165.1	LOC107353778	107353778
XM_015918887.1	LOC107352567	107352567
XM_015919234.1	LOC107352917	107352917
XR_001567838.1	LOC107358419	107358419
XR_001565376.1	LOC107348607	107348607
XM_015912355.1	LOC107346548	107346548
XM_015918755.1	LOC107352424	107352424
XM_015900144.1	LOC107335158	107335158
XM_015907458.1	LOC107341993	107341993
XR_001563808.1	LOC107341717	107341717
XM_015902647.1	LOC107337484	107337484
XM_015902680.1	LOC107337500	107337500
XM_015910248.1	LOC107344574	107344574
XR_001561245.1	LOC107330343	107330343
XM_015918897.1	LOC107352583	107352583
XM_015902077.1	LOC107336972	107336972
XR_001563685.1	LOC107341244	107341244
XM_015912267.1	LOC107346474	107346474
XR_001560985.1	LOC107329384	107329384
XR_001560522.1	LOC107327723	107327723
XM_015916020.1	LOC107349833	107349833
XR_001561646.1	LOC107331891	107331891
XR_001566513.1	LOC107353067	107353067
XR_001565447.1	LOC107348860	107348860
XM_015921283.1	LOC107354790	107354790
XR_001561545.1	LOC107331444	107331444
XR_001562815.1	LOC107337431	107337431
XM_015891971.1	LOC107327222	107327222
XM_015917204.1	LOC107350942	107350942
XR_001562076.1	LOC107333955	107333955
XM_015917616.1	LOC107351325	107351325
XR_001565348.1	LOC107348506	107348506
XM_015921100.1	LOC107354610	107354610
XM_015900132.1	LOC107335147	107335147
XR_001563699.1	LOC107341288	107341288
XM_015905573.1	LOC107340219	107340219
XM_015900675.1	LOC107335641	107335641
XM_015917883.1	LOC107351593	107351593
XM_015896832.1	LOC107332103	107332103
XM_015916846.1	LOC107350605	107350605
XM_015899488.1	LOC107334550	107334550
XM_015924165.1	LOC107357519	107357519
XM_015912340.1	LOC107346541	107346541
XM_015913827.1	LOC107347854	107347854
XM_015902095.1	LOC107336989	107336989
XM_015897424.1	LOC107332685	107332685
XM_015915118.1	LOC107349021	107349021
XM_015905235.1	LOC107339894	107339894
XM_015891680.1	LOC107326928	107326928
XM_015907484.1	LOC107342024	107342024
XM_015914956.1	LOC107348874	107348874
XM_015895645.1	LOC107331109	107331109
XM_015900479.1	LOC107335468	107335468
XM_015892604.1	LOC107327877	107327877
XM_015910193.1	LOC107344521	107344521
XM_015916997.1	LOC107350761	107350761
XM_015914096.1	LOC107348085	107348085
XM_015909868.1	LOC107344222	107344222
XR_001565990.1	LOC107350884	107350884
XR_001560804.1	LOC107328845	107328845
XM_015897071.1	LOC107332344	107332344
XM_015902081.1	LOC107336975	107336975
XM_015893661.1	LOC107328915	107328915
XM_015915162.1	LOC107349068	107349068
XM_015915994.1	LOC107349804	107349804
XM_015899120.1	LOC107334188	107334188
XM_015916696.1	LOC107350469	107350469
XM_015902354.1	LOC107337239	107337239
XR_001567716.1	LOC107357895	107357895
XM_015924588.1	LOC107357949	107357949
XM_015903497.1	LOC107338265	107338265
XM_015914222.1	LOC107348197	107348197
XM_015921773.1	LOC107355235	107355235
XM_015904849.1	LOC107339538	107339538
XM_015893964.1	LOC107329231	107329231
XM_015910669.1	LOC107344980	107344980
XM_015903336.1	LOC107338098	107338098
XR_001567084.1	LOC107355579	107355579
XM_015899634.1	LOC107334675	107334675
XM_015895169.1	LOC107330586	107330586
XM_015909289.1	LOC107343707	107343707
XM_015918156.1	LOC107351848	107351848
XM_015907707.1	LOC107342227	107342227
XM_015907630.1	LOC107342164	107342164
XM_015916397.1	LOC107350169	107350169
XM_015924030.1	LOC107357390	107357390
XM_015921299.1	LOC107354803	107354803
XM_015904445.1	LOC107339186	107339186
XM_015897872.1	LOC107333108	107333108
XM_015902255.1	LOC107337116	107337116
XM_015916858.1	LOC107350622	107350622
XM_015921178.1	LOC107354666	107354666
XM_015924278.1	LOC107357637	107357637
XM_015903596.1	LOC107338363	107338363
XM_015910182.1	LOC107344509	107344509
XM_015915276.1	LOC107349165	107349165
XM_015924710.1	LOC107358079	107358079
XM_015892082.1	LOC107327338	107327338
XM_015912435.1	LOC107346625	107346625
XR_001563946.1	LOC107342254	107342254
XM_015894604.1	LOC107329946	107329946
XM_015924317.1	LOC107357683	107357683
XM_015897949.1	LOC107333177	107333177
XM_015897046.1	LOC107332319	107332319
XM_015904855.1	LOC107339544	107339544
XM_015892103.1	LOC107327361	107327361
XM_015912794.1	LOC107346929	107346929
XM_015919914.1	LOC107353581	107353581
XM_015915424.1	LOC107349300	107349300
XM_015897848.1	LOC107333087	107333087
XM_015904936.1	LOC107339587	107339587
XM_015916822.1	LOC107350579	107350579
XM_015892946.1	LOC107328208	107328208
XM_015896907.1	LOC107332186	107332186
XR_001561962.1	LOC107333387	107333387
XM_015896432.1	LOC107331795	107331795
XM_015901955.1	LOC107336877	107336877
XM_015912859.1	LOC107346994	107346994
XR_001560371.1	LOC107327042	107327042
XM_015915670.1	LOC107349493	107349493
XM_015904451.1	LOC107339188	107339188
XM_015902816.1	LOC107337613	107337613
XR_001560771.1	LOC107328713	107328713
XM_015892933.1	LOC107328196	107328196
XM_015908949.1	LOC107343387	107343387
XM_015924286.1	LOC107357647	107357647
XR_001561958.1	LOC107333386	107333386
XR_001563995.1	LOC107342441	107342441
XR_001566156.1	LOC107351589	107351589
XM_015924307.1	LOC107357668	107357668
XM_015913920.1	LOC107347928	107347928
XM_015919033.1	LOC107352727	107352727
XR_001567746.1	LOC107358011	107358011
XM_015902174.1	LOC107337060	107337060
XM_015898834.1	LOC107333968	107333968
XR_001565179.1	LOC107347881	107347881
XM_015913405.1	LOC107347468	107347468
XM_015918493.1	LOC107352138	107352138
XM_015911984.1	LOC107346206	107346206
XM_015913518.1	LOC107347557	107347557
XR_001566362.1	LOC107352555	107352555
XM_015896997.1	LOC107332270	107332270
XM_015913584.1	LOC107347621	107347621
XM_015914098.1	LOC107348087	107348087
XM_015919318.1	LOC107352993	107352993
XM_015917071.1	LOC107350823	107350823
XM_015916564.1	LOC107350331	107350331
XR_001560765.1	LOC107328710	107328710
XM_015894374.1	LOC107329706	107329706
XM_015924145.1	LOC107357500	107357500
XM_015905955.1	LOC107340588	107340588
XM_015923950.1	LOC107357312	107357312
XM_015912289.1	LOC107346491	107346491
XR_001562026.1	LOC107333742	107333742
XM_015897104.1	LOC107332373	107332373
XM_015904847.1	LOC107339536	107339536
XM_015906128.1	LOC107340750	107340750
XM_015905370.1	LOC107340020	107340020
XM_015913411.1	LOC107347473	107347473
XM_015900322.1	LOC107335317	107335317
XM_015910295.1	LOC107344605	107344605
XM_015893219.1	LOC107328496	107328496
XM_015900013.1	LOC107335040	107335040
XM_015896987.1	LOC107332259	107332259
XR_001566779.1	LOC107354156	107354156
XM_015922076.1	LOC107355501	107355501
XM_015922040.1	LOC107355462	107355462
XR_001567796.1	LOC107358221	107358221
XM_015894591.1	LOC107329935	107329935
XM_015917108.1	LOC107350862	107350862
XM_015907052.1	LOC107341613	107341613
XR_001560432.1	LOC107327352	107327352
XM_015919476.1	LOC107353157	107353157
XR_001566199.1	LOC107351827	107351827
XM_015901669.1	LOC107336602	107336602
XM_015924276.1	LOC107357633	107357633
XM_015903034.1	LOC107337797	107337797
XM_015896067.1	LOC107331474	107331474
XR_001564232.1	LOC107343580	107343580
XM_015902418.1	LOC107337291	107337291
XM_015925099.1	LOC107358498	107358498
XM_015919555.1	LOC107353230	107353230
XR_001566914.1	LOC107354847	107354847
XR_001565978.1	LOC107350907	107350907
XM_015924319.1	LOC107357685	107357685
XM_015893677.1	LOC107328938	107328938
XR_001561865.1	LOC107332997	107332997
XM_015893106.1	LOC107328364	107328364
XM_015905306.1	LOC107339947	107339947
XM_015919377.1	LOC107353058	107353058
XM_015920059.1	LOC107353703	107353703
XR_001560558.1	LOC107327864	107327864
XM_015916056.1	LOC107349864	107349864
XM_015916131.1	LOC107349917	107349917
XM_015897133.1	LOC107332399	107332399
XM_015909561.1	LOC107343957	107343957
XM_015912608.1	LOC107346782	107346782
XM_015919320.1	LOC107352995	107352995
XM_015905868.1	LOC107340520	107340520
XM_015894483.1	LOC107329813	107329813
XR_001564067.1	LOC107342783	107342783
XM_015910589.1	LOC107344901	107344901
XM_015897282.1	LOC107332542	107332542
XM_015925190.1	LOC107358581	107358581
XM_015896077.1	LOC107331488	107331488
XM_015925085.1	LOC107358481	107358481
XM_015924680.1	LOC107358053	107358053
XR_001562232.1	LOC107334762	107334762
XM_015925073.1	LOC107358472	107358472
XM_015904625.1	LOC107339354	107339354
XM_015903266.1	LOC107338017	107338017
XR_001565308.1	LOC107348352	107348352
XR_001561946.1	LOC107333362	107333362
XM_015915899.1	LOC107349714	107349714
XM_015917306.1	LOC107351035	107351035
XR_001563572.1	LOC107340770	107340770
XM_015917693.1	LOC107351408	107351408
XM_015920975.1	LOC107354478	107354478
XM_015922405.1	LOC107355809	107355809
XM_015911534.1	LOC107345786	107345786
XR_001567788.1	LOC107358198	107358198
XM_015916204.1	LOC107350005	107350005
XR_001564389.1	LOC107344250	107344250
XM_015908380.1	LOC107342864	107342864
XM_015913058.1	LOC107347177	107347177
XM_015905896.1	LOC107340543	107340543
XM_015920246.1	LOC107353856	107353856
XM_015910804.1	LOC107345100	107345100
XR_001561459.1	LOC107331158	107331158
XM_015917357.1	LOC107351092	107351092
XM_015907365.1	LOC107341896	107341896
XM_015909262.1	LOC107343678	107343678
XR_001564804.1	LOC107346249	107346249
XM_015904766.1	LOC107339473	107339473
XM_015914693.1	LOC107348642	107348642
XM_015910077.1	LOC107344431	107344431
XM_015908621.1	LOC107343077	107343077
XM_015907986.1	LOC107342485	107342485
XM_015909652.1	LOC107344016	107344016
XR_001566330.1	LOC107352424	107352424
XM_015922739.1	LOC107356096	107356096
XM_015906126.1	LOC107340750	107340750
XR_001567150.1	LOC107355802	107355802
XM_015902490.1	LOC107337362	107337362
XM_015912126.1	LOC107346332	107346332
XM_015907129.1	LOC107341675	107341675
XM_015920969.1	LOC107354483	107354483
XR_001566646.1	LOC107353616	107353616
XM_015899879.1	LOC107334911	107334911
XM_015909729.1	LOC107344115	107344115
XM_015914846.1	LOC107348782	107348782
XM_015907978.1	LOC107342479	107342479
XM_015909668.1	LOC107344060	107344060
XM_015898137.1	LOC107333325	107333325
XM_015913062.1	LOC107347182	107347182
XM_015919641.1	LOC107353265	107353265
XM_015905975.1	LOC107340610	107340610
XM_015919172.1	LOC107352852	107352852
XR_001566634.1	LOC107353539	107353539
XM_015916159.1	LOC107349961	107349961
XM_015899516.1	LOC107334572	107334572
XM_015895418.1	LOC107330877	107330877
XR_001562645.1	LOC107336530	107336530
XM_015923290.1	LOC107356675	107356675
XM_015896069.1	LOC107331479	107331479
XR_001567606.1	LOC107357504	107357504
XM_015910067.1	LOC107344419	107344419
XM_015899284.1	LOC107334355	107334355
XM_015894464.1	LOC107329790	107329790
XM_015912460.1	LOC107346659	107346659
XM_015919148.1	LOC107352830	107352830
XM_015907135.1	LOC107341679	107341679
XM_015895426.1	LOC107330884	107330884
XM_015923983.1	LOC107357347	107357347
XM_015899865.1	LOC107334899	107334899
XR_001564153.1	LOC107343222	107343222
XM_015903944.1	LOC107338711	107338711
XR_001564397.1	LOC107344256	107344256
XM_015910433.1	LOC107344743	107344743
XM_015919774.1	LOC107353440	107353440
XM_015908512.1	LOC107342988	107342988
XM_015900755.1	LOC107335719	107335719
XM_015913895.1	LOC107347910	107347910
XM_015905866.1	LOC107340514	107340514
XM_015897937.1	LOC107333168	107333168
XM_015897544.1	LOC107332799	107332799
XM_015901787.1	LOC107336721	107336721
XM_015904516.1	LOC107339252	107339252
XM_015918752.1	LOC107352423	107352423
XM_015911403.1	LOC107345663	107345663
XM_015925432.1	LOC107358860	107358860
XM_015924377.1	LOC107357750	107357750
XM_015908469.1	LOC107342949	107342949
XR_001567520.1	LOC107357158	107357158
XM_015894874.1	LOC107330235	107330235
XM_015920748.1	LOC107354293	107354293
XM_015920617.1	LOC107354179	107354179
XR_001564884.1	LOC107346629	107346629
XM_015908528.1	LOC107342993	107342993
XM_015922210.1	LOC107355625	107355625
XM_015902070.1	LOC107336964	107336964
XR_001562545.1	LOC107336112	107336112
XM_015919376.1	LOC107353057	107353057
XR_001563215.1	LOC107339327	107339327
XM_015898267.1	LOC107333449	107333449
XM_015910626.1	LOC107344940	107344940
XR_001560986.1	LOC107329397	107329397
XM_015922950.1	LOC107356335	107356335
XR_001565705.1	LOC107349873	107349873
XR_001565075.1	LOC107347475	107347475
XR_001564387.1	LOC107344223	107344223
XM_015904170.1	LOC107338919	107338919
XM_015903519.1	LOC107338288	107338288
XR_001565230.1	LOC107348107	107348107
XM_015918373.1	LOC107352069	107352069
XR_001562559.1	LOC107336161	107336161
XM_015917207.1	LOC107350941	107350941
XM_015909130.1	LOC107343549	107343549
XM_015917712.1	LOC107351422	107351422
XM_015911413.1	LOC107345677	107345677
XM_015917386.1	LOC107351114	107351114
XM_015913880.1	LOC107347906	107347906
XM_015901145.1	LOC107336083	107336083
XM_015918569.1	LOC107352237	107352237
XM_015895118.1	LOC107330512	107330512
XM_015911430.1	LOC107345700	107345700
XM_015909357.1	LOC107343757	107343757
XR_001567954.1	LOC107358818	107358818
XM_015899877.1	LOC107334913	107334913
XM_015912922.1	LOC107347058	107347058
XR_001562771.1	LOC107337221	107337221
XM_015909234.1	LOC107343652	107343652
XR_001565061.1	LOC107347434	107347434
XM_015923504.1	LOC107356875	107356875
XM_015919215.1	LOC107352893	107352893
XM_015921532.1	LOC107355020	107355020
XR_001562450.1	LOC107335712	107335712
XM_015920712.1	LOC107354263	107354263
XM_015891925.1	LOC107327169	107327169
XR_001565523.1	LOC107349181	107349181
XM_015895204.1	LOC107330630	107330630
XM_015902357.1	LOC107337240	107337240
XM_015910930.1	LOC107345217	107345217
XR_001567558.1	LOC107357286	107357286
XM_015914973.1	LOC107348889	107348889
XM_015895171.1	LOC107330591	107330591
XM_015898042.1	LOC107333259	107333259
XM_015909801.1	LOC107344166	107344166
XM_015921774.1	LOC107355235	107355235
XM_015901159.1	LOC107336096	107336096
XM_015893391.1	LOC107328661	107328661
XR_001561088.1	LOC107329745	107329745
XM_015898143.1	LOC107333330	107333330
XM_015907838.1	LOC107342350	107342350
XM_015899637.1	LOC107334676	107334676
XM_015921657.1	LOC107355136	107355136
XR_001561228.1	LOC107330290	107330290
XM_015893023.1	LOC107328283	107328283
XM_015907633.1	LOC107342164	107342164
XR_001562765.1	LOC107337187	107337187
XM_015899596.1	LOC107334641	107334641
XM_015919156.1	LOC107352838	107352838
XM_015920399.1	LOC107353999	107353999
XM_015904108.1	LOC107338856	107338856
XM_015912896.1	LOC107347032	107347032
XM_015917851.1	LOC107351546	107351546
XM_015897030.1	LOC107332303	107332303
XM_015917398.1	LOC107351118	107351118
XM_015918369.1	LOC107352055	107352055
XM_015903313.1	LOC107338064	107338064
XR_001565670.1	LOC107349763	107349763
XM_015893000.1	LOC107328251	107328251
XM_015908897.1	LOC107343334	107343334
XM_015902256.1	LOC107337133	107337133
XM_015898714.1	LOC107333846	107333846
XM_015914410.1	LOC107348369	107348369
XM_015896289.1	LOC107331678	107331678
XM_015921399.1	LOC107354907	107354907
XM_015915951.1	LOC107349754	107349754
XM_015902655.1	LOC107337488	107337488
XM_015922644.1	LOC107356007	107356007
XM_015906053.1	LOC107340687	107340687
XM_015897006.1	LOC107332277	107332277
XM_015892100.1	LOC107327353	107327353
XM_015920603.1	LOC107354147	107354147
XM_015918260.1	LOC107351957	107351957
XM_015915423.1	LOC107349296	107349296
XM_015909345.1	LOC107343755	107343755
XM_015893905.1	LOC107329172	107329172
XM_015900295.1	LOC107335288	107335288
XM_015907393.1	LOC107341928	107341928
XM_015920212.1	LOC107353832	107353832
XM_015921874.1	LOC107355329	107355329
XM_015914694.1	LOC107348643	107348643
XM_015918700.1	LOC107352364	107352364
XM_015921543.1	LOC107355024	107355024
XM_015917940.1	LOC107351640	107351640
XM_015904742.1	LOC107339455	107339455
XM_015894542.1	LOC107329890	107329890
XM_015908341.1	LOC107342830	107342830
XM_015902192.1	LOC107337077	107337077
XM_015910160.1	LOC107344496	107344496
XM_015894024.1	LOC107329323	107329323
XM_015908042.1	LOC107342537	107342537
XM_015907383.1	LOC107341920	107341920
XM_015910767.1	LOC107344746	107344746
XR_001560718.1	LOC107328424	107328424
XR_001566769.1	LOC107354109	107354109
XR_001562565.1	LOC107336187	107336187
XR_001563992.1	LOC107342441	107342441
XM_015900932.1	LOC107335876	107335876
XM_015913307.1	LOC107347415	107347415
XM_015900177.1	LOC107335188	107335188
XM_015899588.1	LOC107334635	107334635
XM_015898159.1	LOC107333341	107333341
XM_015923155.1	LOC107356553	107356553
XM_015893258.1	LOC107328537	107328537
XM_015909359.1	LOC107343759	107343759
XM_015912044.1	LOC107346273	107346273
XM_015912003.1	LOC107346233	107346233
XM_015901510.1	LOC107336439	107336439
XM_015910506.1	LOC107344810	107344810
XM_015920371.1	LOC107353973	107353973
XM_015911043.1	LOC107345340	107345340
XM_015920016.1	LOC107353675	107353675
XM_015918476.1	LOC107352137	107352137
XR_001561043.1	LOC107329598	107329598
XM_015898270.1	LOC107333453	107333453
XM_015920130.1	LOC107353749	107353749
XM_015916563.1	LOC107350329	107350329
XM_015908885.1	LOC107343326	107343326
XM_015899942.1	LOC107334971	107334971
XM_015895680.1	LOC107331131	107331131
XM_015909476.1	LOC107343886	107343886
XM_015896463.1	LOC107331793	107331793
XM_015893769.1	LOC107329036	107329036
XM_015913949.1	LOC107347954	107347954
XM_015893080.1	LOC107328336	107328336
XR_001566435.1	LOC107352718	107352718
XM_015908904.1	LOC107343340	107343340
XM_015909757.1	LOC107344143	107344143
XM_015899350.1	LOC107334419	107334419
XM_015895690.1	LOC107331138	107331138
XM_015904055.1	LOC107338712	107338712
XM_015898846.1	LOC107333980	107333980
XM_015897998.1	LOC107333221	107333221
XR_001565945.1	LOC107350819	107350819
XM_015920683.1	LOC107354228	107354228
XR_001563658.1	LOC107341157	107341157
XR_001566429.1	LOC107352700	107352700
XM_015921246.1	LOC107354757	107354757
XM_015900014.1	LOC107335041	107335041
XM_015920433.1	LOC107354034	107354034
XM_015898345.1	LOC107333517	107333517
XM_015898861.1	LOC107333994	107333994
XM_015894522.1	LOC107329866	107329866
XM_015914273.1	LOC107348253	107348253
XM_015920984.1	LOC107354498	107354498
XM_015908899.1	LOC107343337	107343337
XM_015896473.1	LOC107331816	107331816
XM_015899406.1	LOC107334466	107334466
XM_015892413.1	LOC107327669	107327669
XM_015903033.1	LOC107337796	107337796
XR_001560720.1	LOC107328432	107328432
XM_015921397.1	LOC107354905	107354905
XR_001560602.1	LOC107327994	107327994
XR_001565213.1	LOC107348011	107348011
XR_001561188.1	LOC107330179	107330179
XM_015919833.1	LOC107353501	107353501
XR_001560730.1	LOC107328479	107328479
XM_015919663.1	LOC107353320	107353320
XM_015899091.1	LOC107334171	107334171
XM_015921113.1	LOC107354629	107354629
XM_015898277.1	LOC107333460	107333460
XM_015915824.1	LOC107349653	107349653
XM_015894160.1	LOC107329472	107329472
XM_015908417.1	LOC107342908	107342908
XM_015913454.1	LOC107347502	107347502
XM_015892035.1	LOC107327290	107327290
XM_015917478.1	LOC107351185	107351185
XM_015903411.1	LOC107338176	107338176
XR_001560588.1	LOC107327966	107327966
XM_015911249.1	LOC107345514	107345514
XM_015894425.1	LOC107329755	107329755
XM_015896942.1	LOC107332223	107332223
XM_015908140.1	LOC107342622	107342622
XM_015899720.1	LOC107334749	107334749
XM_015921997.1	LOC107355416	107355416
XR_001567833.1	LOC107358389	107358389
XM_015892433.1	LOC107327693	107327693
XM_015894966.1	LOC107330335	107330335
XR_001563595.1	LOC107340880	107340880
XM_015913961.1	LOC107347963	107347963
XM_015897616.1	LOC107332862	107332862
XM_015915268.1	LOC107349164	107349164
XM_015899198.1	LOC107334261	107334261
XM_015921258.1	LOC107354766	107354766
XM_015911537.1	LOC107345789	107345789
XM_015923891.1	LOC107357252	107357252
XM_015902131.1	LOC107337023	107337023
XM_015893828.1	LOC107329098	107329098
XM_015901184.1	LOC107336108	107336108
XM_015913466.1	LOC107347512	107347512
XM_015906635.1	LOC107341221	107341221
XM_015913975.1	LOC107347975	107347975
XM_015897624.1	LOC107332866	107332866
XM_015902103.1	LOC107336993	107336993
XM_015921222.1	LOC107354735	107354735
XR_001561593.1	LOC107331670	107331670
XM_015923607.1	LOC107356967	107356967
XM_015911716.1	LOC107345966	107345966
XM_015891669.1	LOC107326916	107326916
XM_015903243.1	LOC107337994	107337994
XM_015919729.1	LOC107353384	107353384
XM_015924667.1	LOC107358038	107358038
XM_015924001.1	LOC107357363	107357363
XM_015911951.1	LOC107346178	107346178
XR_001566333.1	LOC107352452	107352452
XM_015924180.1	LOC107357510	107357510
XR_001561786.1	LOC107332686	107332686
XM_015917024.1	LOC107350781	107350781
XM_015906183.1	LOC107340809	107340809
XM_015922243.1	LOC107355663	107355663
XM_015924190.1	LOC107357546	107357546
XR_001561919.1	LOC107333208	107333208
XM_015901900.1	LOC107336832	107336832
XM_015923818.1	LOC107357177	107357177
XM_015925250.1	LOC107358660	107358660
XM_015914821.1	LOC107348756	107348756
XM_015899758.1	LOC107334786	107334786
XM_015920556.1	LOC107354126	107354126
XM_015918798.1	LOC107352468	107352468
XM_015923293.1	LOC107356677	107356677
XM_015900349.1	LOC107335339	107335339
XM_015895292.1	LOC107330722	107330722
XR_001565330.1	LOC107348418	107348418
XM_015905775.1	LOC107340424	107340424
XR_001560615.1	LOC107328018	107328018
XR_001566951.1	LOC107355059	107355059
XM_015920224.1	LOC107353842	107353842
XM_015899786.1	LOC107334826	107334826
XR_001566683.1	LOC107353771	107353771
XM_015915020.1	LOC107348931	107348931
XM_015893741.1	LOC107329003	107329003
XM_015924838.1	LOC107358216	107358216
XR_001566963.1	LOC107355097	107355097
XM_015914060.1	LOC107348061	107348061
XM_015919092.1	LOC107352777	107352777
XM_015894849.1	LOC107330211	107330211
XR_001565870.1	LOC107350554	107350554
XM_015906567.1	LOC107341152	107341152
XM_015915676.1	LOC107349499	107349499
XM_015913847.1	LOC107347867	107347867
XM_015925431.1	LOC107358858	107358858
XM_015918769.1	LOC107352434	107352434
XM_015915727.1	LOC107349545	107349545
XM_015905988.1	LOC107340623	107340623
XM_015925373.1	LOC107358784	107358784
XR_001563742.1	LOC107341432	107341432
XM_015892423.1	LOC107327680	107327680
XM_015916164.1	LOC107349967	107349967
XM_015896877.1	LOC107332153	107332153
XM_015922358.1	LOC107355779	107355779
XM_015894304.1	LOC107329632	107329632
XM_015919375.1	LOC107353056	107353056
XM_015906857.1	LOC107341449	107341449
XR_001566858.1	LOC107354592	107354592
XM_015917014.1	LOC107350776	107350776
XM_015922953.1	LOC107356337	107356337
